CAT1,CAT2,DA1,DA2,DA3,FAT,LAB1,LAB2,LAB3,LAB4,LAB5,LAB6,LFAT
29,26,7,9,9,59,8,10,9,9,10,8,34
28,30,10,10,9,76,8,7,10,9,9,7,37
25,26,10,9,7,67,9,8,10,7,7,7,35
30,21,10,10,10,57,10,9,8,8,10,10,33
27,22,8,8,8,77,7,9,8,7,10,8,35
29,22,7,7,10,60,9,10,9,9,10,8,35
24,29,10,9,10,75,10,7,9,8,7,8,34
22,25,10,9,8,72,8,9,8,10,10,10,34
21,22,8,8,8,76,7,8,8,10,9,9,37
29,29,8,10,8,72,7,10,10,7,8,9,33
25,29,10,10,9,71,8,8,10,10,9,10,37
25,27,8,7,9,70,9,7,8,7,8,7,35
24,30,9,7,10,75,8,9,9,8,9,7,35
26,24,10,9,9,59,9,10,10,8,10,7,33
23,22,10,7,7,65,8,10,8,7,9,10,34
27,30,10,9,7,65,7,10,9,7,9,9,37
30,26,10,7,10,71,10,8,9,7,9,8,34
27,30,10,8,10,58,10,10,7,8,8,10,33
26,23,8,10,10,76,7,9,8,9,7,9,36
22,22,8,9,9,62,9,10,8,8,8,10,34
29,26,10,10,9,56,7,8,9,10,10,10,37
30,26,10,9,7,66,7,10,8,7,8,7,36
25,28,10,9,10,57,7,10,9,7,9,10,35
27,28,9,7,7,58,9,8,9,9,8,9,36
26,24,7,9,7,71,10,9,7,8,7,8,37
30,29,9,10,9,56,10,7,8,10,8,8,36
22,22,8,9,8,73,10,10,8,10,10,10,33
28,24,7,8,10,63,9,7,8,10,8,9,33
25,23,9,10,10,60,8,9,7,9,8,10,34
29,28,7,8,8,71,7,7,8,7,10,9,36
22,22,7,10,9,67,8,9,10,10,9,7,36
39,32,9,8,8,72,7,7,10,8,9,8,37
34,40,7,8,8,79,7,7,9,7,9,8,36
37,38,8,10,9,74,10,10,9,9,9,8,33
33,31,9,7,9,58,8,8,9,7,10,8,34
37,32,9,7,8,73,7,10,8,7,8,7,36
40,38,7,10,8,57,7,9,10,8,8,9,36
35,33,8,7,8,60,7,9,10,10,10,8,33
36,36,8,7,8,79,10,8,8,7,7,7,34
37,31,7,8,10,65,8,8,8,9,9,7,36
35,32,7,8,10,78,7,9,9,7,9,9,33
35,38,10,8,9,63,10,7,7,8,10,7,37
38,40,8,7,7,78,10,10,10,10,7,10,34
32,35,8,7,9,79,9,9,7,8,8,8,34
32,39,10,7,10,61,7,8,7,7,9,9,34
33,38,9,10,10,69,8,10,9,7,8,10,37
36,35,9,10,8,69,9,8,8,7,10,8,35
37,36,8,10,10,77,9,10,7,8,8,7,35
32,39,9,7,8,71,8,8,9,7,10,9,33
39,40,7,7,7,79,8,7,7,10,7,8,33
35,34,10,8,8,69,8,10,9,9,10,10,35
37,39,9,9,8,78,10,7,7,9,8,10,34
40,35,9,10,7,63,8,7,9,10,10,9,35
33,37,7,9,9,76,7,7,9,10,8,8,33
35,35,10,9,7,68,10,9,9,9,10,7,34
34,34,10,10,10,62,8,8,10,10,8,9,36
35,37,8,10,9,78,10,9,7,9,8,10,36
36,39,8,10,9,64,7,10,7,9,9,8,37
36,35,8,7,10,57,7,10,7,9,9,8,35
36,37,7,10,9,77,9,9,10,8,7,8,35
32,36,9,9,9,72,10,7,7,7,9,7,37
38,36,8,9,8,57,8,7,8,7,7,10,35
34,34,8,8,10,58,7,9,10,10,8,9,36
35,36,8,10,7,57,10,7,9,7,8,7,33
32,40,7,7,8,71,9,10,10,8,7,7,36
31,37,8,7,7,62,8,10,7,9,10,8,35
34,32,8,8,7,65,8,9,9,9,10,8,37
31,35,9,10,9,79,9,7,8,10,10,7,35
40,37,9,10,8,60,8,9,9,7,9,8,33
34,39,7,8,8,63,9,9,7,8,10,9,35
35,32,9,10,8,59,7,8,7,8,10,9,35
37,32,9,10,7,59,10,9,7,7,9,7,34
33,36,7,10,7,65,9,8,8,10,8,7,35
38,31,10,10,9,72,7,7,7,8,7,8,35
34,34,7,9,10,66,8,10,9,9,7,10,35
35,39,8,8,9,59,8,10,10,10,8,8,35
40,37,9,10,7,70,9,9,7,9,8,9,33
36,37,9,10,7,64,10,8,10,8,9,9,37
32,31,8,7,8,57,9,10,7,9,9,9,35
32,36,9,10,7,56,9,10,9,9,7,7,33
38,31,8,10,9,69,7,9,8,9,9,9,35
35,34,7,8,8,73,7,7,9,9,8,9,37
32,31,10,7,9,63,9,9,9,7,9,7,36
36,39,7,8,7,56,9,10,9,7,9,9,35
35,34,7,10,10,65,7,9,9,8,9,10,33
35,38,10,10,7,73,10,9,10,10,10,7,33
40,33,8,9,7,69,9,8,10,9,8,10,34
38,32,10,9,10,73,8,8,8,8,7,8,37
39,34,9,10,9,65,9,8,9,9,9,7,36
40,35,8,8,7,65,9,9,7,9,7,7,33
40,35,10,8,10,77,9,7,7,9,8,8,33
31,37,7,8,10,57,9,9,7,7,9,9,34
34,37,8,10,10,73,8,7,7,9,9,7,36
33,31,7,8,8,58,10,7,7,8,7,9,36
40,36,7,10,8,67,10,9,9,8,8,8,33
36,37,9,8,8,79,7,8,9,8,7,8,36
31,38,8,10,9,79,9,9,10,8,10,7,34
34,38,10,8,9,56,10,9,10,10,7,8,33
34,36,7,8,10,66,8,10,8,9,9,8,33
38,33,8,10,9,58,7,10,7,10,8,8,35
32,31,10,10,8,57,8,10,7,7,8,9,37
33,32,8,7,9,60,8,9,8,9,10,8,37
31,35,9,10,9,62,10,10,9,8,7,9,37
35,37,9,10,9,71,10,9,9,10,9,9,37
37,31,7,9,7,62,8,10,7,8,9,10,34
39,37,9,8,10,79,8,8,7,8,8,9,37
37,33,7,10,8,57,9,8,10,7,7,10,34
37,32,9,10,7,75,9,10,8,8,10,9,33
37,32,10,8,7,61,7,9,9,8,10,10,36
33,35,7,7,9,70,10,9,10,10,9,8,35
40,33,7,7,10,73,9,10,10,8,10,8,35
34,39,9,7,8,65,10,9,10,9,8,9,36
34,33,7,7,10,69,10,7,10,10,10,9,34
34,38,9,10,10,63,10,8,8,10,7,7,37
39,37,10,8,9,57,10,10,9,7,7,8,36
33,32,7,10,7,60,9,7,7,7,8,7,37
33,31,10,10,7,69,10,8,10,9,7,8,33
36,35,8,9,8,58,9,8,10,7,8,10,34
34,39,10,9,8,58,9,9,7,10,10,10,33
36,38,10,7,8,70,8,8,9,9,8,8,35
38,37,7,10,10,69,9,8,9,8,7,10,37
36,33,7,10,7,72,8,7,8,7,9,7,33
34,37,8,9,8,74,8,10,10,9,8,10,37
37,32,9,10,10,66,10,9,9,10,8,8,37
35,40,9,8,9,72,9,7,9,9,7,10,34
32,36,7,9,10,70,8,10,9,8,10,9,33
40,35,9,7,8,79,10,9,7,10,8,9,36
35,34,9,9,9,78,10,9,9,8,7,9,33
37,40,10,10,7,72,9,9,9,10,7,8,34
40,38,9,9,7,78,10,10,10,9,8,10,33
33,31,10,8,8,67,10,7,8,9,10,7,37
35,31,7,9,10,70,10,8,8,10,10,9,35
32,35,9,9,9,76,7,9,9,9,8,8,35
33,38,10,10,10,67,9,7,9,7,7,10,36
37,38,8,7,9,57,9,7,10,8,7,7,36
31,31,9,10,7,65,8,7,10,9,7,9,33
34,39,7,10,8,57,8,10,10,10,8,7,37
34,33,10,7,9,76,8,7,9,10,9,10,34
33,38,7,9,7,59,8,9,9,10,10,8,33
35,38,8,8,10,65,10,7,8,8,8,10,37
38,32,8,10,7,58,8,8,8,9,7,7,33
37,36,8,8,9,74,9,10,10,10,9,7,33
33,31,8,8,10,77,10,9,7,8,9,10,37
40,38,10,9,10,63,9,8,8,9,8,9,36
35,40,10,10,10,56,7,7,10,9,8,10,34
32,37,9,7,9,79,9,8,10,8,7,9,33
40,37,7,9,7,66,10,9,8,7,8,10,34
34,39,10,9,7,76,10,9,8,10,9,8,35
35,31,9,7,7,74,8,7,9,7,8,9,34
31,34,10,10,9,78,9,9,8,9,9,8,33
34,40,9,8,9,67,7,10,10,10,10,7,37
34,39,8,7,8,71,10,10,8,8,8,10,37
40,36,10,7,7,57,10,8,7,10,9,9,37
38,37,9,8,9,63,8,9,8,10,10,9,33
32,32,7,9,9,73,8,10,10,9,10,8,36
35,40,8,10,8,74,7,10,10,8,10,10,37
34,36,8,10,7,63,10,7,7,10,10,7,34
33,35,9,7,9,57,8,7,10,7,7,10,33
40,31,10,10,9,68,10,9,9,7,8,7,36
34,36,10,8,8,58,8,10,9,7,9,8,33
31,37,7,7,8,72,7,9,7,7,7,8,36
37,33,10,8,7,76,9,7,7,10,8,7,33
34,34,9,10,9,73,8,7,10,7,7,9,35
31,37,9,9,8,73,7,10,9,7,7,7,33
36,37,8,8,9,79,8,7,7,9,10,8,34
40,37,9,10,10,79,8,9,8,9,7,7,36
39,33,7,9,8,72,10,7,9,8,7,9,33
40,38,10,8,10,61,8,8,9,10,7,8,35
37,31,9,7,8,75,8,10,8,8,9,7,37
37,31,9,10,7,60,7,10,10,9,9,8,33
32,34,8,10,8,72,10,9,8,10,9,10,34
35,38,7,8,10,70,10,7,8,9,10,9,37
32,36,8,9,8,69,7,10,7,9,10,8,33
34,36,9,7,8,65,8,7,10,9,9,10,33
38,35,10,9,7,67,8,8,8,9,8,10,33
35,37,10,8,7,79,8,7,9,9,9,7,37
38,39,7,7,8,74,9,8,10,7,8,9,33
34,37,10,9,9,57,8,7,10,9,8,7,34
33,34,8,7,7,64,7,8,9,9,10,7,35
35,33,7,7,9,73,9,9,7,7,8,7,33
36,36,8,10,10,56,8,10,10,8,9,9,34
33,36,7,9,9,59,9,7,7,9,7,9,35
31,40,8,8,10,77,7,7,10,8,7,7,35
39,38,10,9,7,78,9,10,8,7,10,9,34
36,35,10,8,7,59,8,9,7,8,7,8,33
31,33,9,7,10,77,7,9,9,9,10,10,34
36,32,9,9,9,62,8,8,9,8,9,10,37
31,35,8,10,7,57,8,8,9,8,9,9,34
40,39,8,7,10,64,8,8,10,10,10,7,33
33,32,9,10,10,64,8,7,9,10,7,8,37
38,37,10,9,9,73,10,7,8,7,9,9,36
35,34,10,7,9,78,10,7,8,8,9,9,34
40,36,10,10,9,77,10,8,7,10,10,10,37
37,39,9,7,7,61,8,8,8,8,8,7,35
32,36,7,7,9,73,8,9,9,10,7,7,34
32,40,10,7,9,79,9,8,7,10,7,7,33
39,35,7,8,10,64,7,9,7,9,9,8,35
35,34,8,10,10,64,9,10,7,7,8,10,36
39,37,8,7,10,70,8,8,9,7,9,10,34
31,35,8,7,7,58,8,9,9,7,9,7,35
36,39,7,10,7,58,7,7,8,7,7,9,34
31,39,9,8,7,68,10,7,7,8,7,10,37
32,32,9,9,10,76,9,7,10,10,7,10,36
32,40,7,10,9,64,7,8,9,8,7,8,35
32,39,9,8,8,56,7,9,7,8,7,10,35
37,36,8,10,9,59,10,10,9,8,10,8,33
34,38,10,8,7,78,9,10,7,8,9,8,33
31,39,8,10,7,74,10,10,8,8,7,7,37
32,32,8,8,8,75,10,7,8,7,7,10,37
31,34,7,9,10,65,9,7,10,9,9,7,33
38,36,9,7,8,77,7,9,9,7,9,8,35
40,39,10,9,8,75,10,9,10,7,9,7,35
39,34,9,9,9,56,7,10,9,8,8,7,33
33,35,9,10,7,61,7,9,9,8,9,8,37
33,40,8,7,8,60,7,9,10,9,8,9,34
33,39,9,9,7,65,10,9,7,10,7,9,33
40,38,7,10,7,69,9,9,9,8,9,9,34
33,37,10,9,8,77,8,9,9,9,7,10,36
40,35,7,9,9,66,10,9,9,10,7,7,33
38,39,10,9,8,75,8,9,8,8,8,7,36
36,40,8,7,7,73,9,7,10,8,8,8,34
38,34,10,10,7,67,9,7,7,7,10,9,34
32,33,9,9,9,72,9,8,9,9,7,8,35
35,37,10,10,10,62,9,9,10,7,10,8,35
37,37,7,8,9,65,7,7,10,8,7,10,34
39,36,10,7,10,69,9,9,7,8,7,8,36
35,36,10,8,9,62,7,8,10,7,7,9,34
36,36,9,9,7,79,7,8,7,8,9,10,33
35,37,9,8,7,58,7,7,8,10,9,7,36
31,32,10,8,7,68,9,7,8,10,10,7,37
40,40,7,9,9,68,8,10,9,7,10,10,34
39,39,10,8,10,60,7,9,8,10,8,7,33
33,34,9,10,7,60,7,8,7,8,8,7,35
35,36,8,9,7,65,7,8,7,9,8,10,35
33,34,7,9,7,62,7,9,10,7,9,7,37
32,33,9,7,9,74,8,10,7,8,10,9,37
31,39,8,9,8,64,10,9,10,10,9,8,33
34,32,7,8,10,70,9,9,9,7,10,10,33
34,31,7,8,9,75,8,8,7,10,9,10,37
37,37,10,8,9,73,7,10,8,10,10,9,34
39,37,9,8,7,58,7,9,7,10,7,9,37
33,39,9,10,10,64,9,7,10,7,9,8,36
34,34,9,8,8,58,9,10,9,9,7,8,37
32,35,10,8,8,65,7,8,10,7,9,7,35
31,33,10,8,9,56,9,7,10,7,8,8,33
33,37,10,9,7,67,9,7,10,9,9,10,36
32,38,10,10,9,73,10,10,8,10,7,8,33
35,31,8,8,9,79,9,10,9,9,10,9,33
38,33,10,8,8,73,8,8,9,10,9,9,33
31,31,7,8,7,72,7,9,7,9,7,10,36
39,39,7,8,10,64,9,8,9,9,9,10,35
36,36,10,9,10,60,8,10,8,10,10,10,36
35,33,7,9,8,68,8,9,8,10,10,9,34
31,35,9,7,9,64,10,7,7,9,8,8,37
32,36,9,7,10,75,10,8,9,9,8,7,36
34,38,7,10,9,78,9,9,8,7,9,7,37
40,32,7,7,8,75,8,9,10,8,9,9,33
34,31,8,10,8,66,8,7,8,8,9,10,36
39,32,10,9,10,71,9,7,9,9,7,9,36
31,40,7,10,8,61,8,8,7,7,7,7,34
34,39,9,9,10,72,7,10,9,8,7,8,34
36,33,7,10,7,58,7,7,9,7,8,9,37
40,35,8,8,8,72,7,10,7,10,8,7,37
40,32,10,10,7,73,10,7,8,7,9,8,33
32,36,8,8,7,60,10,9,7,9,10,8,35
39,32,9,9,8,58,8,9,9,8,10,10,35
34,32,10,7,10,75,10,8,8,8,8,8,33
37,39,10,9,7,72,10,9,7,9,10,9,33
39,32,9,10,8,78,9,10,9,7,9,10,34
37,40,8,10,10,66,7,8,9,7,8,10,37
37,33,9,7,8,70,9,9,8,7,7,10,33
33,35,9,8,9,73,10,8,9,9,10,7,33
40,34,7,8,10,64,8,8,10,9,8,8,35
34,40,10,7,9,60,10,7,10,8,8,10,34
36,33,10,8,9,74,8,7,10,9,7,8,37
34,37,8,10,9,78,10,8,9,10,9,10,33
36,31,10,8,10,60,9,9,8,8,9,8,33
33,36,8,7,8,60,8,7,10,8,9,9,35
39,33,9,7,7,65,8,7,7,9,10,7,33
35,31,7,10,8,56,9,10,9,10,9,9,35
32,35,9,10,8,58,10,9,9,8,10,9,36
39,31,7,10,8,72,9,10,8,9,8,10,36
38,37,8,9,10,64,7,8,9,7,8,8,33
33,40,8,9,7,63,10,10,8,8,9,7,34
40,35,8,7,7,64,10,10,7,7,9,9,34
39,35,10,7,7,72,8,10,8,9,7,9,35
32,40,10,10,8,71,8,8,9,10,10,8,36
38,31,7,7,8,70,8,8,8,7,10,8,37
35,33,10,10,8,67,10,8,10,9,9,7,35
35,31,8,9,10,60,10,9,9,10,8,10,37
32,37,8,7,10,61,8,8,8,8,10,10,37
32,38,9,10,10,71,7,8,10,8,7,8,35
36,34,9,9,8,65,10,8,10,7,7,10,36
37,35,9,8,7,74,9,7,9,8,10,9,34
38,35,10,9,7,60,7,7,7,7,9,9,35
39,32,10,8,10,78,9,7,10,8,10,8,33
36,31,8,7,10,62,10,10,9,8,7,8,37
36,31,10,8,7,61,10,10,7,9,8,8,36
35,34,9,9,10,69,8,7,8,9,7,7,33
39,39,7,10,7,71,10,7,8,9,7,8,34
37,37,10,10,9,79,7,10,7,10,10,9,35
40,40,9,7,10,65,7,7,10,8,8,10,36
32,38,8,9,10,77,9,9,9,7,8,9,34
37,34,9,10,9,66,10,9,7,8,8,9,37
31,38,7,9,9,61,9,7,10,9,9,10,37
38,33,9,9,10,58,7,10,10,7,7,9,34
39,37,10,7,8,59,9,9,7,10,8,7,34
38,34,8,7,10,61,10,8,10,9,10,8,33
37,37,10,7,9,57,10,9,8,8,7,7,36
31,34,8,8,9,77,9,9,10,7,9,7,34
35,37,8,8,8,73,7,8,9,8,9,7,36
31,40,10,8,10,68,10,10,9,7,8,8,37
31,32,9,10,8,65,8,9,9,8,8,8,33
32,35,7,7,10,71,9,9,8,9,10,10,35
40,36,8,10,8,58,8,9,8,9,9,8,37
32,35,8,8,10,66,10,8,8,8,9,10,36
38,31,10,7,9,65,8,7,7,10,7,10,34
33,37,7,7,9,73,9,10,10,8,8,9,36
34,32,9,10,10,68,7,8,9,7,10,7,34
38,35,7,10,7,70,9,7,8,7,8,8,36
38,36,10,10,9,60,10,10,10,10,9,9,34
31,39,10,9,8,60,10,7,8,8,9,9,37
36,32,10,10,7,57,7,8,7,10,9,10,33
32,37,8,9,9,57,9,10,8,9,10,10,34
39,34,9,9,7,58,9,9,8,9,7,7,37
34,33,9,8,9,65,7,10,9,8,8,10,35
37,40,9,7,9,67,8,10,7,10,7,8,33
33,36,9,10,8,63,10,9,7,10,9,10,33
31,35,10,10,9,79,9,10,10,9,8,7,37
34,33,7,9,8,61,10,9,10,8,10,10,35
37,40,10,9,10,79,7,7,10,9,9,10,36
35,39,7,10,7,62,8,10,7,8,8,10,35
40,39,7,7,9,74,8,10,9,10,7,9,37
40,39,9,7,7,64,8,7,7,8,10,10,33
40,40,10,7,7,77,7,9,10,8,10,7,34
33,37,7,9,8,77,7,9,8,7,10,7,34
34,37,10,7,10,72,10,10,9,8,7,7,33
34,40,7,9,8,77,7,7,8,10,7,9,36
31,38,10,8,9,56,10,10,9,8,7,9,33
31,31,7,7,9,73,9,8,8,7,10,9,37
39,39,7,9,10,67,10,8,7,9,9,8,36
39,37,10,10,7,63,10,9,8,9,7,8,37
35,35,8,9,10,57,10,10,9,9,10,8,36
34,33,10,7,10,60,7,9,9,8,7,7,33
34,32,8,7,7,64,7,7,8,10,9,10,33
33,34,8,9,10,77,7,10,8,8,10,9,33
33,37,10,10,10,69,8,7,9,10,10,7,37
35,32,7,10,10,64,9,8,9,7,9,10,35
35,36,10,7,7,65,7,10,9,8,8,7,33
32,32,9,9,8,77,8,10,9,7,9,8,37
32,31,10,7,9,79,10,10,9,9,9,9,37
33,36,10,9,9,72,9,7,9,8,10,7,37
34,36,10,7,7,65,10,9,10,9,8,9,34
40,36,8,9,7,68,9,10,7,7,9,7,35
36,40,10,8,10,78,8,9,9,9,7,9,35
39,39,10,10,8,71,7,9,9,9,7,8,35
38,31,8,10,7,77,9,9,10,9,8,8,35
33,40,7,10,8,69,9,9,9,8,10,10,37
40,40,10,9,8,70,7,9,9,10,10,7,35
40,38,10,8,7,58,10,9,8,7,10,9,34
39,31,8,7,9,69,7,10,9,10,7,9,33
40,37,9,8,9,58,9,7,7,9,8,10,33
36,31,7,7,8,67,10,7,9,9,7,7,36
40,34,7,10,7,67,9,10,10,8,8,9,34
39,36,9,8,9,63,10,10,9,10,10,8,35
31,39,8,8,9,68,7,7,10,8,9,8,36
40,35,10,10,7,70,8,7,8,8,7,9,37
38,35,8,10,8,68,9,7,8,10,8,9,33
32,36,9,8,10,63,8,10,8,10,7,10,34
32,32,8,7,9,76,8,7,10,8,9,8,35
33,36,9,10,7,65,7,8,7,8,7,8,36
37,39,8,7,7,73,7,9,8,10,10,8,33
36,36,10,7,7,61,10,8,7,7,9,9,37
31,40,7,10,9,68,7,7,7,8,7,7,33
31,35,8,9,10,72,8,8,8,9,10,7,33
36,38,8,10,8,71,7,10,9,8,9,10,33
31,31,7,10,10,69,9,10,9,9,9,10,35
36,38,10,9,9,59,9,7,7,7,10,10,34
39,40,10,9,9,72,7,10,10,10,9,8,34
33,37,9,8,9,72,7,8,8,8,9,10,35
35,34,7,7,10,77,8,7,8,10,8,9,35
38,31,7,9,10,75,8,8,9,9,7,7,33
34,36,8,7,9,71,7,10,8,9,7,10,37
37,33,8,10,9,56,10,9,7,10,8,7,35
36,39,7,8,8,78,7,9,8,8,8,9,33
40,38,8,7,9,79,10,9,10,8,9,8,35
35,36,9,10,7,64,8,7,10,9,8,8,37
37,34,8,10,8,79,10,9,8,7,10,7,33
40,37,10,7,7,71,8,9,10,9,7,9,33
32,38,9,10,9,56,9,9,8,9,10,9,37
36,33,8,8,9,66,8,7,7,9,10,9,36
34,36,8,10,10,61,10,9,7,8,9,8,36
31,32,8,9,7,77,8,8,10,8,7,10,35
36,34,9,10,10,72,7,9,10,7,10,10,37
31,37,9,10,10,72,7,9,9,10,9,8,35
37,34,8,9,10,74,9,7,9,7,10,7,33
32,37,9,9,8,65,10,7,9,10,9,7,34
33,39,7,10,8,74,9,10,10,10,9,7,33
39,39,9,7,9,64,7,7,7,10,10,10,36
31,33,10,7,7,63,10,7,9,9,9,7,34
34,33,8,7,9,78,9,9,10,7,8,8,35
36,34,8,9,7,61,8,10,10,9,7,8,36
33,34,7,9,8,79,9,7,7,9,7,7,37
36,40,9,10,9,74,10,7,9,8,10,9,37
34,39,7,9,9,78,8,10,7,8,7,8,37
34,40,9,8,9,69,10,10,7,10,10,9,34
33,33,7,7,7,57,10,8,10,10,9,7,37
35,38,7,9,7,75,7,9,7,10,8,7,37
38,36,8,10,7,56,8,7,8,8,7,10,33
33,34,8,7,7,56,10,9,8,10,7,10,35
32,36,10,7,10,79,9,8,10,8,7,9,34
37,34,10,9,10,64,8,9,8,7,10,7,34
39,33,8,9,8,67,10,7,8,8,8,7,35
38,35,10,7,8,61,7,9,7,8,8,9,35
34,35,8,9,9,58,9,10,8,9,9,9,36
34,40,8,8,9,59,8,9,9,7,9,9,33
40,37,7,10,7,71,9,8,8,9,10,9,36
40,40,9,9,10,78,10,10,8,10,10,8,37
31,37,7,9,7,64,7,7,8,9,8,8,34
36,40,9,8,10,78,10,10,9,8,8,9,34
33,37,9,9,9,76,7,9,8,10,8,7,37
31,32,10,9,8,74,7,10,7,7,7,9,33
31,40,10,10,7,79,8,8,9,10,9,9,33
40,31,8,10,10,59,8,8,9,10,8,9,34
39,31,10,9,8,59,8,8,10,10,8,7,37
39,33,8,8,9,68,9,7,9,10,10,8,36
39,36,8,9,9,65,10,7,10,9,8,10,33
39,36,7,9,10,59,7,9,10,8,7,10,35
39,40,10,7,7,75,10,9,9,9,10,10,34
36,37,9,10,7,67,10,8,9,8,8,8,33
37,35,10,10,9,60,8,8,8,7,8,10,33
32,36,9,9,9,62,10,9,7,8,8,7,37
38,32,7,9,9,61,7,8,10,8,10,10,37
40,31,7,9,10,59,9,10,8,10,9,10,35
36,37,8,8,9,62,7,9,9,9,9,7,35
38,39,10,9,7,66,10,10,10,10,9,7,37
33,32,8,9,8,63,10,9,7,9,7,8,33
37,32,10,8,7,70,7,7,7,10,9,7,37
37,40,9,7,8,61,7,8,7,10,8,7,33
32,35,7,8,8,74,10,9,9,9,8,10,34
33,38,10,10,10,60,9,9,8,8,9,8,33
31,33,8,10,10,66,7,9,7,7,7,10,36
36,39,8,10,7,66,7,9,7,10,7,10,34
40,31,8,7,8,69,7,10,7,8,7,7,34
38,35,10,8,10,73,9,8,10,9,8,9,36
38,34,10,9,9,77,7,7,8,8,8,9,36
34,33,7,9,8,77,8,9,8,7,9,10,34
37,33,8,7,10,63,7,10,10,7,10,7,37
32,35,7,7,9,74,8,7,10,9,10,9,37
33,34,9,8,10,63,10,10,10,7,9,8,33
40,34,9,10,10,56,7,10,7,8,9,7,36
38,34,9,7,7,58,7,7,9,9,10,7,37
35,40,8,9,9,74,7,9,10,7,8,9,34
39,38,8,7,7,66,7,8,10,10,9,8,34
36,33,10,10,8,62,10,7,8,10,9,9,33
31,36,7,10,8,76,9,9,7,8,7,10,36
35,36,7,10,9,66,7,10,10,10,9,9,36
32,39,8,8,10,75,10,10,8,8,8,8,37
34,31,9,7,9,73,7,7,10,9,9,7,34
37,37,9,7,9,64,10,8,10,10,7,8,37
39,38,10,8,8,58,8,8,8,9,8,7,36
40,33,8,7,8,57,8,8,10,7,9,9,35
40,39,8,9,8,74,7,9,10,9,7,9,36
36,34,7,7,9,78,10,8,9,8,10,7,35
35,33,10,10,8,58,9,8,10,7,7,7,35
37,39,9,9,10,58,8,9,10,9,7,9,34
36,31,10,7,7,61,10,8,10,7,9,8,36
31,33,7,7,8,71,9,9,10,9,10,10,33
36,34,10,7,7,66,9,7,10,7,10,10,35
35,34,10,7,7,76,10,9,8,9,8,8,37
35,37,7,7,7,74,9,8,9,9,8,10,33
40,36,8,9,10,74,8,7,7,8,7,8,36
34,36,10,8,9,58,10,8,7,9,8,8,35
32,37,7,10,7,56,8,9,8,8,8,8,37
33,31,7,8,10,70,8,8,7,8,8,8,37
37,37,8,10,7,78,10,7,10,10,7,8,36
33,40,10,10,9,61,9,9,9,10,7,10,36
37,32,10,10,9,59,9,10,7,8,10,7,34
37,39,8,9,9,72,8,7,9,9,8,9,35
37,34,8,10,7,65,8,8,9,9,7,9,37
37,35,7,9,9,63,9,9,8,7,10,9,37
36,31,9,8,10,75,10,7,7,8,7,8,36
38,38,10,8,10,69,9,7,10,10,9,10,37
37,31,7,8,8,62,8,7,7,8,10,7,36
33,33,7,8,8,64,10,9,10,7,8,7,33
33,40,9,7,8,61,7,10,8,9,9,7,37
34,37,7,7,9,76,9,8,9,8,9,10,33
37,37,7,8,10,79,8,10,7,9,8,10,33
33,31,8,7,9,61,9,10,7,10,8,7,36
31,33,7,8,9,76,9,10,8,7,10,7,36
35,35,7,7,9,57,10,10,10,7,9,8,37
36,37,10,8,9,59,9,10,10,8,10,8,34
38,38,7,10,9,76,9,7,9,10,7,7,36
39,39,10,7,8,59,7,7,7,7,8,10,35
31,33,9,7,8,66,10,10,7,10,9,8,36
37,31,8,8,9,57,10,7,8,9,9,9,35
40,32,8,9,10,71,8,10,8,9,8,7,36
31,35,10,8,10,68,10,7,8,9,9,7,35
37,39,8,7,7,59,9,10,9,10,8,9,33
39,36,7,9,9,65,7,8,9,10,8,9,34
31,38,7,9,8,67,10,8,9,7,7,10,33
31,37,9,7,10,79,9,7,7,7,10,8,34
40,32,7,9,7,73,7,10,10,7,7,10,34
33,31,10,7,7,70,8,9,8,8,8,10,37
34,37,9,10,7,70,7,7,10,10,8,8,37
34,37,10,10,7,69,9,10,7,7,7,7,36
33,37,8,7,8,77,8,10,7,8,8,7,35
37,33,7,7,7,75,10,7,9,8,10,10,33
36,40,10,9,9,56,10,10,10,9,10,10,34
38,34,10,8,10,72,9,7,10,7,8,9,34
31,39,10,8,8,68,9,9,10,7,7,10,37
38,34,10,8,9,74,10,10,9,8,10,10,33
38,40,8,8,9,73,7,9,9,8,8,10,36
36,40,9,7,9,77,7,10,8,8,8,9,33
35,36,10,8,9,74,7,9,9,10,10,9,34
31,38,8,7,10,78,10,9,9,10,8,10,33
38,32,8,9,7,75,9,9,7,10,10,7,33
32,36,7,8,7,57,10,9,9,7,10,9,37
34,39,10,7,10,63,10,10,10,8,9,10,37
35,37,10,10,10,60,9,8,7,9,8,8,37
34,40,7,9,8,74,7,9,10,7,8,10,37
31,35,9,10,8,79,8,8,10,9,9,7,36
34,37,7,10,7,58,8,9,10,9,7,9,33
32,32,10,10,9,75,10,10,7,8,8,10,34
40,31,8,8,9,66,7,7,8,8,10,7,35
32,35,9,7,7,68,7,10,9,10,9,9,37
31,40,9,9,10,57,10,10,8,8,9,9,36
35,31,7,10,7,60,7,8,10,9,8,8,35
39,35,8,9,9,67,10,10,8,7,9,9,37
33,37,9,9,9,59,8,10,9,7,8,9,35
40,32,8,10,7,66,9,9,7,10,9,8,37
39,38,7,10,8,79,7,9,9,10,9,9,39
31,32,9,10,9,60,8,8,8,7,8,10,40
32,31,7,9,8,78,10,7,8,7,10,8,38
32,33,10,8,10,58,7,9,8,8,10,10,40
36,34,9,8,7,60,9,10,7,9,7,8,39
